adult_id,service_area,cohort_year,cohort_quarter,age,education_years,two_adult,months_mfip,unemployment_rate,childcare_slots_per_100,ssi_success_3y,sustained_exit_12m,employed_3y,earnings_3y,returned_cash_3y
synthetic-2019-4-5-28,Demo Area 06,2019,4,37,10,0,48,0.04108640673788913,32.5482593650522,0,0,0,0.0,
synthetic-2019-4-5-29,Demo Area 06,2019,4,42,12,0,52,0.04732175108397133,26.42833165513663,1,0,0,0.0,
synthetic-2019-4-5-30,Demo Area 06,2019,4,39,10,0,1,0.05323401064137764,36.398479017410516,0,0,0,0.0,
synthetic-2019-4-5-31,Demo Area 06,2019,4,41,11,0,3,0.05423301744162189,16.91909807218046,0,1,0,0.0,0.0
synthetic-2019-4-5-32,Demo Area 06,2019,4,26,12,0,4,0.04228138570847814,20.992121971895983,1,0,0,0.0,
synthetic-2019-4-5-33,Demo Area 06,2019,4,23,11,0,22,0.03728721658478433,27.66614291547976,1,0,1,1165.241779406588,
synthetic-2019-4-5-34,Demo Area 06,2019,4,45,10,0,36,0.04215314477674929,29.70697203294455,1,1,0,0.0,0.0
synthetic-2019-4-5-35,Demo Area 06,2019,4,38,13,0,45,0.03227340869734391,25.800677222687387,1,0,1,11031.49874745659,
synthetic-2019-4-5-36,Demo Area 06,2019,4,31,11,0,62,0.045259032212700494,22.172891106174646,0,0,1,6190.003956964993,
synthetic-2019-4-5-37,Demo Area 06,2019,4,43,14,0,62,0.041880738463227984,26.051352995828466,1,0,0,0.0,
synthetic-2019-4-5-38,Demo Area 06,2019,4,18,9,0,49,0.053007547982628245,25.748649527243874,0,0,0,0.0,
synthetic-2019-4-5-39,Demo Area 06,2019,4,32,13,0,6,0.03978126498227169,17.913038699960552,0,1,1,1149.2880256317353,1.0
synthetic-2019-4-5-40,Demo Area 06,2019,4,49,11,0,4,0.04469227189350364,22.82736251599853,0,0,0,0.0,
synthetic-2019-4-5-41,Demo Area 06,2019,4,31,13,0,27,0.039601035549367836,21.159899261937863,1,0,0,0.0,
synthetic-2019-4-5-42,Demo Area 06,2019,4,33,14,0,18,0.04452055121565097,14.680379822108547,1,1,1,8859.642171206384,0.0
synthetic-2019-4-5-43,Demo Area 06,2019,4,34,8,1,43,0.03836239589163175,26.727533614020356,0,0,0,0.0,
synthetic-2019-4-5-44,Demo Area 06,2019,4,29,15,0,49,0.048486599614502086,14.071711987245147,0,0,0,0.0,
synthetic-2019-4-5-45,Demo Area 06,2019,4,19,11,0,37,0.04501374215561695,14.132172877528628,0,0,1,5740.8839081569095,
synthetic-2019-4-5-46,Demo Area 06,2019,4,26,11,0,37,0.04530156431629444,17.295860141655325,0,0,0,0.0,
synthetic-2019-4-5-47,Demo Area 06,2019,4,25,13,0,3,0.04065285118523922,19.21718353452666,0,0,1,2708.5351508664417,
synthetic-2019-4-5-48,Demo Area 06,2019,4,21,15,1,15,0.03770957214859715,18.225594934232912,1,0,0,0.0,
synthetic-2019-4-5-49,Demo Area 06,2019,4,30,14,0,20,0.03717422130969847,24.600917698403016,0,0,0,0.0,
synthetic-2019-4-5-50,Demo Area 06,2019,4,18,9,0,48,0.04613017645566753,26.031114826074788,0,0,0,0.0,
synthetic-2019-4-5-51,Demo Area 06,2019,4,26,10,0,58,0.03644728291434482,32.19304800636142,0,0,0,0.0,
synthetic-2019-4-5-52,Demo Area 06,2019,4,18,10,0,57,0.05042826556892706,19.700331365319222,0,0,1,2850.142994082833,
synthetic-2019-4-5-53,Demo Area 06,2019,4,34,10,0,2,0.04199308731140969,32.38397040107522,0,0,0,0.0,
synthetic-2019-4-5-54,Demo Area 06,2019,4,31,10,0,8,0.03736981136242337,23.409814146337798,0,0,0,0.0,
synthetic-2019-4-5-55,Demo Area 06,2019,4,60,10,0,15,0.040461924584843684,25.78943435349152,0,0,1,7247.399572410486,
synthetic-2019-4-5-56,Demo Area 06,2019,4,51,15,0,45,0.02807095023020408,18.581958079325794,1,0,0,0.0,
synthetic-2019-4-5-57,Demo Area 06,2019,4,36,11,0,3,0.04003831404507603,13.916284227793588,1,0,0,0.0,
synthetic-2019-4-5-58,Demo Area 06,2019,4,23,10,0,57,0.039157459758325595,25.002583559326233,0,0,0,0.0,
synthetic-2019-4-5-59,Demo Area 06,2019,4,30,9,0,11,0.03999227210527974,22.365763147808735,1,0,0,0.0,
synthetic-2019-4-5-60,Demo Area 06,2019,4,27,12,0,25,0.04819137081826909,25.497470631464264,0,0,0,0.0,
synthetic-2019-4-5-61,Demo Area 06,2019,4,34,12,0,39,0.04223438676011217,19.387602444942324,1,0,1,2043.1398158552122,
synthetic-2019-4-5-62,Demo Area 06,2019,4,21,9,0,32,0.047760932962006585,17.68222601088183,0,0,0,0.0,
synthetic-2019-4-5-63,Demo Area 06,2019,4,23,14,1,24,0.030016192256509824,18.989672589038804,1,0,1,1898.5595304061974,
synthetic-2019-4-5-64,Demo Area 06,2019,4,18,14,0,57,0.05339454274080281,25.057961510369626,1,0,1,2968.847531452002,
synthetic-2019-4-5-65,Demo Area 06,2019,4,34,18,0,60,0.049685380468154794,18.384077011111202,1,0,0,0.0,
synthetic-2019-4-5-66,Demo Area 06,2019,4,27,10,0,28,0.0515767419794398,29.95898692156882,0,0,1,3265.871282943394,
synthetic-2019-4-5-67,Demo Area 06,2019,4,39,11,0,37,0.04194984843051394,21.369413290043347,0,1,1,5143.236814257409,0.0
synthetic-2019-4-5-68,Demo Area 06,2019,4,28,13,0,38,0.03758893778726044,24.897454623117774,1,0,1,3974.8431291055217,
synthetic-2019-4-5-69,Demo Area 06,2019,4,21,9,0,35,0.04327249004193549,16.048651902653354,0,0,0,0.0,
synthetic-2019-4-5-70,Demo Area 06,2019,4,52,9,1,8,0.04437928007859575,27.20974508744554,1,1,0,0.0,0.0
synthetic-2019-4-5-71,Demo Area 06,2019,4,24,12,1,63,0.03453141065723413,18.946430579192466,0,0,1,1283.0217613137565,
synthetic-2019-4-5-72,Demo Area 06,2019,4,33,13,0,62,0.04314274688228787,23.28540344321187,0,0,0,0.0,
synthetic-2019-4-6-0,Demo Area 07,2019,4,31,10,0,62,0.04265214614874353,25.73158404306291,0,0,0,0.0,
synthetic-2019-4-6-1,Demo Area 07,2019,4,40,8,0,48,0.04297838637385167,27.595078672664673,0,0,0,0.0,
synthetic-2019-4-6-2,Demo Area 07,2019,4,38,11,0,11,0.03865693856680452,21.952699172295592,0,1,1,1314.7587861190646,0.0
synthetic-2019-4-6-3,Demo Area 07,2019,4,49,16,0,13,0.05366424083155801,26.202920274450168,0,1,1,2530.161565527169,0.0
synthetic-2019-4-6-4,Demo Area 07,2019,4,30,11,0,1,0.05208468036009195,26.559628354230536,0,0,0,0.0,
synthetic-2019-4-6-5,Demo Area 07,2019,4,32,11,0,25,0.03973761284437972,13.328886653674479,0,0,0,0.0,
synthetic-2019-4-6-6,Demo Area 07,2019,4,25,12,0,38,0.042085361421352864,22.38706050620622,0,0,1,5005.508456776171,
synthetic-2019-4-6-7,Demo Area 07,2019,4,37,10,0,38,0.033485964870125604,24.9220533692621,0,0,0,0.0,
synthetic-2019-4-6-8,Demo Area 07,2019,4,28,11,0,54,0.04176122938125176,25.488089861157704,0,0,0,0.0,
synthetic-2019-4-6-9,Demo Area 07,2019,4,28,10,0,42,0.041052530465542914,25.268371257421578,0,1,1,1236.0643649799317,1.0
synthetic-2019-4-6-10,Demo Area 07,2019,4,34,12,0,6,0.03463746462407642,29.729892954328157,0,0,0,0.0,
synthetic-2019-4-6-11,Demo Area 07,2019,4,38,10,1,26,0.040407581245403286,21.786996423678517,0,1,1,1272.7961165785684,0.0
synthetic-2019-4-6-12,Demo Area 07,2019,4,18,12,0,27,0.050111088198817294,20.058555285417246,1,0,1,2894.369982906107,
synthetic-2019-4-6-13,Demo Area 07,2019,4,56,13,1,27,0.04490823318108008,19.64955938898864,0,1,1,4300.025445856502,1.0
synthetic-2019-4-6-14,Demo Area 07,2019,4,23,12,0,41,0.049114239559625024,22.799644382690683,0,0,0,0.0,
synthetic-2019-4-6-15,Demo Area 07,2019,4,42,9,0,23,0.03830704633907166,23.9384741158007,0,0,0,0.0,
synthetic-2019-4-6-16,Demo Area 07,2019,4,37,11,0,41,0.04421130182569434,28.823673501240016,0,0,1,3566.18429616595,
synthetic-2019-4-6-17,Demo Area 07,2019,4,38,13,0,56,0.05748818715691412,28.42015264276873,0,0,0,0.0,
synthetic-2019-4-6-18,Demo Area 07,2019,4,23,15,0,6,0.04438464429294782,20.808048280784224,0,0,0,0.0,
synthetic-2019-4-6-19,Demo Area 07,2019,4,39,9,0,64,0.04478079642478676,31.034129848134718,1,0,1,1892.0274418561135,
synthetic-2019-4-6-20,Demo Area 07,2019,4,38,10,1,28,0.04247354947788353,32.897902003691534,0,1,1,3600.8194891664225,0.0
synthetic-2019-4-6-21,Demo Area 07,2019,4,42,11,0,2,0.04079477656351369,28.520561390259623,0,1,1,4378.005599824746,0.0
synthetic-2019-4-6-22,Demo Area 07,2019,4,33,10,0,6,0.041552873906220505,21.264367827258862,0,0,0,0.0,
synthetic-2019-4-6-23,Demo Area 07,2019,4,36,12,1,43,0.04916568855797395,21.653550530436945,0,0,1,2468.5562612632407,
synthetic-2019-4-6-24,Demo Area 07,2019,4,18,10,0,38,0.04764607642819036,24.358216006819823,0,0,0,0.0,
synthetic-2019-4-6-25,Demo Area 07,2019,4,41,14,1,6,0.050319703435821164,27.61238377628521,1,0,1,8652.571720223374,
synthetic-2019-4-6-26,Demo Area 07,2019,4,31,10,0,39,0.043145252646458125,17.16659764038109,0,0,1,5075.201375494599,
synthetic-2019-4-6-27,Demo Area 07,2019,4,40,11,1,18,0.03592659878189204,24.69254738234538,1,0,1,1458.375065915975,
synthetic-2019-4-6-28,Demo Area 07,2019,4,43,11,1,24,0.04246094720972823,33.47375898870679,0,0,1,2104.0437231466835,
synthetic-2019-4-6-29,Demo Area 07,2019,4,34,12,1,25,0.03481281480388498,25.52273737690075,1,0,0,0.0,
synthetic-2019-4-6-30,Demo Area 07,2019,4,26,13,0,2,0.03640962737788163,28.64268464239348,0,0,0,0.0,
synthetic-2019-4-6-31,Demo Area 07,2019,4,26,12,0,50,0.046490299353122086,19.66430043793339,0,1,0,0.0,1.0
synthetic-2019-4-6-32,Demo Area 07,2019,4,25,14,0,5,0.05176236296809492,26.61730637316225,0,0,1,6408.428158637771,
synthetic-2019-4-6-33,Demo Area 07,2019,4,27,13,0,46,0.043939515737585866,26.662227160737352,0,0,1,3425.7125089276674,
synthetic-2019-4-6-34,Demo Area 07,2019,4,34,10,0,64,0.0353117407431284,27.77182064124714,0,0,1,8979.499470159317,
synthetic-2019-4-6-35,Demo Area 07,2019,4,31,9,0,27,0.05456422587100292,17.585172674123186,1,0,0,0.0,
synthetic-2019-4-6-36,Demo Area 07,2019,4,48,11,0,43,0.03740109567218275,27.60023340215231,1,0,0,0.0,
synthetic-2019-4-6-37,Demo Area 07,2019,4,26,11,0,40,0.03840081788368758,31.040605640767623,0,0,0,0.0,
synthetic-2019-4-6-38,Demo Area 07,2019,4,35,12,0,8,0.037617287341401906,27.87764060887564,0,0,1,6546.703498038006,
synthetic-2019-4-6-39,Demo Area 07,2019,4,24,11,1,7,0.04496237509488425,26.937045726068146,0,0,1,3234.2723017860553,
synthetic-2019-4-6-40,Demo Area 07,2019,4,23,11,0,42,0.04025306374894417,21.808246636132242,0,0,0,0.0,
synthetic-2019-4-6-41,Demo Area 07,2019,4,28,12,1,60,0.04594182495460697,30.730360243471964,0,0,0,0.0,
synthetic-2019-4-6-42,Demo Area 07,2019,4,46,16,1,12,0.04911389141223928,30.09194591532615,1,1,1,5596.8450433703365,0.0
synthetic-2019-4-6-43,Demo Area 07,2019,4,48,12,1,7,0.04466805860645289,24.858082134933397,1,1,0,0.0,0.0
synthetic-2019-4-6-44,Demo Area 07,2019,4,27,10,0,18,0.042459369281614215,29.092735136388416,1,0,1,3591.2830955565487,
synthetic-2019-4-6-45,Demo Area 07,2019,4,40,12,1,46,0.04803610275787917,11.49765028380184,1,1,1,4144.092951148557,0.0
synthetic-2019-4-6-46,Demo Area 07,2019,4,39,14,1,63,0.03821342450979883,24.914215643492668,0,0,1,4255.021444625263,
synthetic-2019-4-6-47,Demo Area 07,2019,4,29,13,1,20,0.04659147762750356,17.02503029816398,1,0,0,0.0,
synthetic-2019-4-6-48,Demo Area 07,2019,4,23,11,1,39,0.04163339159784976,22.018780294561907,0,0,0,0.0,
synthetic-2019-4-6-49,Demo Area 07,2019,4,37,11,1,31,0.036435807301391905,34.38762877283742,1,0,1,977.4741231383747,
synthetic-2019-4-6-50,Demo Area 07,2019,4,18,12,0,64,0.04462514274525561,25.465607076085206,0,0,0,0.0,
synthetic-2019-4-6-51,Demo Area 07,2019,4,38,12,0,33,0.037819741932427174,26.030182578963394,1,1,1,5110.574465392034,1.0
synthetic-2019-4-6-52,Demo Area 07,2019,4,37,9,0,28,0.04633599853879324,22.337269590221254,0,0,0,0.0,
synthetic-2019-4-6-53,Demo Area 07,2019,4,33,11,0,52,0.051931243210587716,23.794783921840615,0,0,0,0.0,
synthetic-2019-4-6-54,Demo Area 07,2019,4,43,11,0,48,0.03797046841569838,22.92998234573691,0,0,1,4331.231923154905,
synthetic-2019-4-6-55,Demo Area 07,2019,4,32,7,1,21,0.05392742296685131,24.875482946319273,0,0,1,3931.839555051708,
synthetic-2019-4-6-56,Demo Area 07,2019,4,27,8,0,8,0.04481907291234645,28.63001307509134,0,0,1,5563.272283304178,
synthetic-2019-4-6-57,Demo Area 07,2019,4,18,11,0,3,0.044645900657329256,31.62186490764985,0,0,1,1460.458539573823,
synthetic-2019-4-6-58,Demo Area 07,2019,4,36,12,0,49,0.039382909219688296,21.41868997093993,0,0,0,0.0,
synthetic-2019-4-6-59,Demo Area 07,2019,4,21,8,1,26,0.05247431989095065,24.397971915742392,0,0,0,0.0,
synthetic-2019-4-6-60,Demo Area 07,2019,4,38,12,1,17,0.04819838813611154,21.907398270097186,1,1,0,0.0,0.0
synthetic-2019-4-6-61,Demo Area 07,2019,4,41,15,0,49,0.050531596821240865,33.56263734421316,1,0,1,1524.6227544567805,
synthetic-2019-4-6-62,Demo Area 07,2019,4,47,12,0,53,0.04377293667603629,31.72415651423048,0,0,0,0.0,
synthetic-2019-4-6-63,Demo Area 07,2019,4,29,14,0,15,0.033621877577215825,24.610773977554782,0,1,0,0.0,0.0
synthetic-2019-4-7-0,Demo Area 08,2019,4,20,8,0,27,0.04756287082548058,24.458963491052494,0,0,1,2669.3753315115546,
synthetic-2019-4-7-1,Demo Area 08,2019,4,41,10,0,23,0.050221728072068164,20.54723953757462,1,0,0,0.0,
synthetic-2019-4-7-2,Demo Area 08,2019,4,39,10,0,25,0.04140161165896431,24.365516399060503,0,0,0,0.0,
synthetic-2019-4-7-3,Demo Area 08,2019,4,23,13,0,1,0.04611063630262616,30.491841659320087,0,0,1,1589.925679697696,
synthetic-2019-4-7-4,Demo Area 08,2019,4,30,9,1,1,0.04393570380122419,26.00700922055186,0,0,0,0.0,
synthetic-2019-4-7-5,Demo Area 08,2019,4,45,13,1,21,0.05066859161835485,31.89013604547305,0,1,0,0.0,0.0
synthetic-2019-4-7-6,Demo Area 08,2019,4,29,12,0,62,0.039150726584507,25.849727868024676,0,0,0,0.0,
synthetic-2019-4-7-7,Demo Area 08,2019,4,48,12,0,4,0.042835425236513965,27.515853809596926,0,0,1,9165.229308274444,
synthetic-2019-4-7-8,Demo Area 08,2019,4,38,13,1,16,0.04288141649218335,24.758392589233022,0,0,0,0.0,
synthetic-2019-4-7-9,Demo Area 08,2019,4,42,12,1,8,0.049766453123488694,25.073421627645132,1,0,0,0.0,
synthetic-2019-4-7-10,Demo Area 08,2019,4,36,10,0,16,0.03790838558062846,27.88860267416887,0,0,0,0.0,
synthetic-2019-4-7-11,Demo Area 08,2019,4,48,14,0,52,0.046764745741947375,24.57930938297199,1,0,1,1648.4666540851333,
synthetic-2019-4-7-12,Demo Area 08,2019,4,34,12,0,56,0.04240710041183136,34.36584642560767,0,1,0,0.0,1.0
synthetic-2019-4-7-13,Demo Area 08,2019,4,27,12,1,19,0.045829494299079857,23.52619859510473,0,0,1,1936.585990766975,
synthetic-2019-4-7-14,Demo Area 08,2019,4,33,11,0,42,0.041878588222617336,25.341350732826385,0,0,0,0.0,
synthetic-2019-4-7-15,Demo Area 08,2019,4,49,11,0,59,0.049491775618216216,23.101525473924944,0,0,0,0.0,
synthetic-2019-4-7-16,Demo Area 08,2019,4,26,11,0,35,0.037059494357351404,30.643878209581516,0,0,1,4748.926363295722,
synthetic-2019-4-7-17,Demo Area 08,2019,4,24,10,1,2,0.04550264458939098,26.24362173111703,0,0,1,5985.654127896251,
synthetic-2019-4-7-18,Demo Area 08,2019,4,39,14,0,28,0.04305715025659102,32.06245706075216,0,0,1,4181.29523554813,
synthetic-2019-4-7-19,Demo Area 08,2019,4,24,15,0,42,0.04650573660523156,36.06039709680358,0,0,0,0.0,
synthetic-2019-4-7-20,Demo Area 08,2019,4,42,12,0,46,0.05578870297936471,25.709975554141035,0,1,0,0.0,0.0
synthetic-2019-4-7-21,Demo Area 08,2019,4,48,11,0,5,0.049822080232580584,30.273120282019725,1,0,0,0.0,
synthetic-2019-4-7-22,Demo Area 08,2019,4,36,13,0,22,0.038942289846167655,26.562422362048313,0,0,0,0.0,
synthetic-2019-4-7-23,Demo Area 08,2019,4,38,16,1,64,0.04788870818186755,29.537798762691953,1,0,0,0.0,
synthetic-2019-4-7-24,Demo Area 08,2019,4,33,12,0,22,0.04678725122162929,27.312660863066416,0,0,0,0.0,
synthetic-2019-4-7-25,Demo Area 08,2019,4,20,6,0,16,0.048255181833669995,29.284466427247015,0,0,0,0.0,
synthetic-2019-4-7-26,Demo Area 08,2019,4,33,11,0,3,0.03433613717399382,27.64465621774395,0,0,1,3028.0736442455523,
synthetic-2019-4-7-27,Demo Area 08,2019,4,28,10,0,3,0.04388029331606158,34.991411380695915,0,0,1,2586.8794187432236,
synthetic-2019-4-7-28,Demo Area 08,2019,4,31,11,1,27,0.03763419500712417,37.89043682316847,0,0,1,1731.7915553522182,
synthetic-2019-4-7-29,Demo Area 08,2019,4,37,10,0,7,0.05097250620209903,19.302039983300823,1,1,1,1112.4718095320172,1.0
synthetic-2019-4-7-30,Demo Area 08,2019,4,36,11,0,19,0.049639857042690555,26.022364023774987,0,0,0,0.0,
synthetic-2019-4-7-31,Demo Area 08,2019,4,37,12,1,20,0.050093351960765684,24.86889452891334,0,1,0,0.0,0.0
synthetic-2019-4-7-32,Demo Area 08,2019,4,26,12,0,42,0.049202353931331926,22.403925250298965,0,1,0,0.0,0.0
synthetic-2019-4-7-33,Demo Area 08,2019,4,44,14,0,16,0.03777673381624847,26.5934016694174,1,0,0,0.0,
synthetic-2019-4-7-34,Demo Area 08,2019,4,29,12,0,31,0.051202526226726934,27.24244693450135,0,0,0,0.0,
synthetic-2019-4-7-35,Demo Area 08,2019,4,40,11,0,1,0.04829794463146254,31.835583641174935,1,0,1,3286.590891399622,
synthetic-2019-4-7-36,Demo Area 08,2019,4,27,10,1,25,0.05246880036646086,22.22355505370484,0,0,1,6463.540900969202,
synthetic-2019-4-7-37,Demo Area 08,2019,4,39,11,1,46,0.055390109635371346,31.08014298423672,0,0,0,0.0,
synthetic-2019-4-7-38,Demo Area 08,2019,4,46,12,1,16,0.0511257617214512,26.872611091612743,1,0,1,2591.3875451212157,
synthetic-2019-4-7-39,Demo Area 08,2019,4,18,11,0,7,0.033926995589414956,32.95310946490589,0,0,1,2126.287558917122,
synthetic-2019-4-7-40,Demo Area 08,2019,4,28,15,1,59,0.03739330902389334,29.81408122117574,0,0,0,0.0,
synthetic-2019-4-7-41,Demo Area 08,2019,4,18,11,0,29,0.03688113062675019,24.4762249733203,0,0,0,0.0,
synthetic-2019-4-7-42,Demo Area 08,2019,4,32,7,0,5,0.042862915248990906,17.78108746762292,0,1,0,0.0,1.0
synthetic-2019-4-7-43,Demo Area 08,2019,4,26,10,0,40,0.04376885030794917,28.155142116268912,0,0,1,1782.7177293115135,
synthetic-2019-4-7-44,Demo Area 08,2019,4,38,13,0,25,0.04890222739247108,24.783106290295766,1,0,1,1290.955013090109,
synthetic-2019-4-7-45,Demo Area 08,2019,4,18,13,0,20,0.050274098708662555,25.82475578366403,0,0,0,0.0,
synthetic-2019-4-7-46,Demo Area 08,2019,4,39,12,1,30,0.04322254286674207,25.49157977732747,0,0,0,0.0,
synthetic-2019-4-8-0,Demo Area 09,2019,4,20,11,0,31,0.03909336406545332,23.803447664424326,1,0,0,0.0,
synthetic-2019-4-8-1,Demo Area 09,2019,4,36,8,0,5,0.04665236238932917,22.39975659610399,0,0,1,7419.983640394448,
synthetic-2019-4-8-2,Demo Area 09,2019,4,38,15,0,56,0.04885273871750392,22.39696132170674,1,0,0,0.0,
synthetic-2019-4-8-3,Demo Area 09,2019,4,18,11,0,4,0.03760699287570554,21.34379666790074,0,0,0,0.0,
synthetic-2019-4-8-4,Demo Area 09,2019,4,19,13,0,28,0.03643538219730321,22.29922400844949,1,0,0,0.0,
synthetic-2019-4-8-5,Demo Area 09,2019,4,35,12,0,39,0.04421405101894236,21.408070855202325,1,1,0,0.0,0.0
synthetic-2019-4-8-6,Demo Area 09,2019,4,42,15,0,26,0.04832643570122159,25.05291386533751,1,0,1,2674.6092176471307,
synthetic-2019-4-8-7,Demo Area 09,2019,4,18,11,0,45,0.04822681327272624,31.166258737050608,0,0,0,0.0,
synthetic-2019-4-8-8,Demo Area 09,2019,4,35,12,0,54,0.04413776224025321,32.57843951306117,0,0,0,0.0,
synthetic-2019-4-8-9,Demo Area 09,2019,4,28,13,0,19,0.053181043593990264,29.223671578810873,0,0,0,0.0,
synthetic-2019-4-8-10,Demo Area 09,2019,4,48,9,1,15,0.04413234452091388,29.668161768695853,0,0,0,0.0,
synthetic-2019-4-8-11,Demo Area 09,2019,4,40,13,0,6,0.046404874121055775,17.139933129328014,0,0,1,3591.318200427851,
synthetic-2019-4-8-12,Demo Area 09,2019,4,44,14,0,36,0.040809333679786175,22.115095333952304,0,1,0,0.0,0.0
synthetic-2019-4-8-13,Demo Area 09,2019,4,18,15,0,10,0.04278530390245821,23.03815257811773,0,1,0,0.0,0.0
synthetic-2019-4-8-14,Demo Area 09,2019,4,22,9,0,37,0.04016225374976527,30.84225837896993,1,0,0,0.0,
synthetic-2019-4-8-15,Demo Area 09,2019,4,18,14,0,61,0.043948213855767394,19.275569117974108,0,1,0,0.0,0.0
synthetic-2019-4-8-16,Demo Area 09,2019,4,43,10,1,50,0.04587086898816055,22.901815939018906,1,1,1,3897.803351175422,1.0
synthetic-2019-4-8-17,Demo Area 09,2019,4,42,12,0,13,0.04967955186768252,22.741988692003403,0,1,1,3758.5317886204475,0.0
synthetic-2019-4-8-18,Demo Area 09,2019,4,25,11,0,19,0.048601943893055166,20.74561149009174,0,0,0,0.0,
synthetic-2019-4-8-19,Demo Area 09,2019,4,31,9,0,52,0.035083193398123186,26.155230395038675,1,0,1,3088.0039769579607,
synthetic-2019-4-8-20,Demo Area 09,2019,4,27,10,0,5,0.05255073732363048,32.79934330825448,0,0,0,0.0,
synthetic-2019-4-8-21,Demo Area 09,2019,4,44,12,0,39,0.05741229654778518,36.474917574153565,1,1,1,2173.186922825842,1.0
synthetic-2019-4-8-22,Demo Area 09,2019,4,25,9,0,32,0.03623186245532747,28.10317143610394,0,0,0,0.0,
synthetic-2019-4-8-23,Demo Area 09,2019,4,27,14,1,35,0.04804994325755683,28.201160036880594,0,0,0,0.0,
synthetic-2019-4-8-24,Demo Area 09,2019,4,18,12,0,20,0.037664877676843976,36.65062868945516,1,0,1,1829.0003526688638,
synthetic-2019-4-8-25,Demo Area 09,2019,4,18,10,0,31,0.04604136007533823,28.507813859177446,0,0,0,0.0,
synthetic-2019-4-8-26,Demo Area 09,2019,4,32,9,0,38,0.038577906767382604,27.548248051604517,1,0,0,0.0,
synthetic-2019-4-8-27,Demo Area 09,2019,4,42,10,0,54,0.037993026132617756,23.08871773928586,0,0,0,0.0,
synthetic-2019-4-8-28,Demo Area 09,2019,4,40,9,0,57,0.05220461648673462,26.743314729007977,1,0,0,0.0,
synthetic-2019-4-8-29,Demo Area 09,2019,4,36,10,0,47,0.045198529213331465,28.801797304131647,0,0,1,4179.942029862797,
synthetic-2019-4-8-30,Demo Area 09,2019,4,36,14,0,5,0.04382698457296966,27.35592205089899,1,0,0,0.0,
synthetic-2019-4-8-31,Demo Area 09,2019,4,35,9,1,9,0.03886352905399608,28.961518023273065,0,0,0,0.0,
synthetic-2019-4-8-32,Demo Area 09,2019,4,32,16,1,61,0.0440916462703293,24.566310692637096,1,0,1,4112.311197776588,
synthetic-2019-4-8-33,Demo Area 09,2019,4,24,10,0,38,0.04858533167587531,20.156479371774893,0,0,0,0.0,
synthetic-2019-4-8-34,Demo Area 09,2019,4,36,14,0,30,0.054937813271587546,25.735177829735814,0,1,1,8038.702903413038,0.0
synthetic-2019-4-8-35,Demo Area 09,2019,4,18,13,0,51,0.03402930274348526,22.398678589621305,1,0,1,5429.9008388398715,
synthetic-2019-4-8-36,Demo Area 09,2019,4,25,8,1,59,0.04868192460610787,21.049885210494832,0,0,0,0.0,
synthetic-2019-4-8-37,Demo Area 09,2019,4,30,11,0,53,0.05608539914911402,17.863578854800647,0,0,0,0.0,
synthetic-2019-4-8-38,Demo Area 09,2019,4,18,12,0,20,0.0461690127079855,22.820681798262694,0,0,1,2820.9701600810413,
synthetic-2019-4-8-39,Demo Area 09,2019,4,52,13,0,19,0.0388900321229789,20.301315387901592,1,0,1,5755.4304853073745,
synthetic-2019-4-8-40,Demo Area 09,2019,4,22,10,0,51,0.04818240196033127,30.671418154039927,1,0,0,0.0,
synthetic-2019-4-8-41,Demo Area 09,2019,4,40,9,0,16,0.03506391795227595,20.33682492825888,1,1,1,3132.3220869664465,0.0
synthetic-2019-4-8-42,Demo Area 09,2019,4,46,12,0,53,0.04653814397193146,34.080531697724346,0,0,1,1637.1567958599135,
synthetic-2019-4-8-43,Demo Area 09,2019,4,31,8,0,21,0.05091934824336372,25.99106742892433,1,0,0,0.0,
synthetic-2019-4-8-44,Demo Area 09,2019,4,46,12,0,8,0.040837666355368195,21.335774069992155,0,1,0,0.0,1.0
synthetic-2019-4-8-45,Demo Area 09,2019,4,20,13,1,37,0.03974692901560413,25.590052892545675,1,1,0,0.0,1.0
synthetic-2019-4-8-46,Demo Area 09,2019,4,27,12,0,33,0.03287127302729031,23.380479233087634,0,0,0,0.0,
synthetic-2019-4-8-47,Demo Area 09,2019,4,18,13,0,20,0.049355046960144554,13.754798373010379,0,1,0,0.0,0.0
synthetic-2019-4-8-48,Demo Area 09,2019,4,22,11,0,37,0.050383555314054765,28.127708701887776,0,0,0,0.0,
synthetic-2019-4-8-49,Demo Area 09,2019,4,27,14,0,53,0.04038237700953491,35.621376957263294,0,0,0,0.0,
synthetic-2019-4-8-50,Demo Area 09,2019,4,43,11,0,52,0.04300224111573547,22.58778352209126,1,1,1,4495.5068258079245,1.0
synthetic-2019-4-8-51,Demo Area 09,2019,4,18,10,0,49,0.054212356911682316,30.05732561635309,0,0,0,0.0,
synthetic-2019-4-8-52,Demo Area 09,2019,4,32,10,0,23,0.0500782592619463,16.606601705142552,0,0,1,6690.371624633942,
synthetic-2019-4-8-53,Demo Area 09,2019,4,50,16,0,29,0.05090254636251457,27.540594386889794,1,0,0,0.0,
synthetic-2019-4-8-54,Demo Area 09,2019,4,23,8,0,35,0.04534341553831419,22.296806404890745,0,0,0,0.0,
synthetic-2019-4-8-55,Demo Area 09,2019,4,48,13,0,44,0.0496307771171521,25.561092893282677,1,1,0,0.0,1.0
